ID,temperature,pressure,humidity,wind_speed,wind_dir,cloud_cover,longitude,latitude,hour,elevation
0,20.93062210083008,1001.7913818359376,69.35611724853516,7.950319766998291,77.9207763671875,26.48748207092285,0,0,44,129.0
1,20.485939025878903,1001.6754760742188,69.42900848388672,7.793986797332764,87.00763702392578,26.973546981811523,1,0,44,116.0
2,20.2786808013916,1001.6857299804688,70.34825897216797,7.654991149902344,72.7012939453125,26.89519500732422,2,0,44,113.0
3,19.242488861083984,1001.7407836914062,67.05033874511719,8.276747703552246,80.33417510986328,30.215795516967773,3,0,44,115.0
4,19.731517791748047,1001.6290893554688,66.63627624511719,8.346988677978516,74.94727325439453,28.185503005981445,4,0,44,122.0
5,19.830455780029297,1001.6996459960938,66.59333038330078,8.235979080200195,78.4559097290039,29.00562858581543,5,0,44,134.0
6,20.069284439086918,1001.7556762695312,67.11034393310547,8.594381332397461,73.76485443115234,28.792579650878903,6,0,44,140.0
7,20.196910858154297,1001.813720703125,68.38190460205078,8.05369758605957,89.25224304199219,30.44474029541016,7,0,44,135.0
8,19.723371505737305,1001.7484130859376,66.44535064697266,7.801094055175781,82.9673843383789,31.345111846923828,8,0,44,158.0
9,20.295818328857425,1001.7749633789062,66.94445037841797,8.097834587097168,91.40200805664062,30.490610122680664,9,0,44,135.0
10,19.24078941345215,1001.8418579101562,66.1346206665039,8.30456256866455,89.54310607910156,33.38554000854492,10,0,44,142.0
11,20.214508056640625,1001.8377685546876,72.9091796875,8.883038520812988,90.58795928955078,31.87159919738769,11,0,44,97.0
12,19.153602600097656,1001.9080200195312,74.03765106201172,8.63426399230957,90.5826416015625,31.93863296508789,12,0,44,142.0
13,20.113800048828125,1001.8175048828124,73.35376739501953,8.43064022064209,90.56362915039062,33.08183670043945,13,0,44,115.0
14,19.72785186767578,1001.8634643554688,73.1807632446289,8.61575698852539,93.9344482421875,32.82754898071289,14,0,44,111.0
15,19.29100227355957,1001.9244384765624,77.15422058105469,8.812926292419434,94.76598358154295,32.171356201171875,15,0,44,119.0
16,19.026012420654297,1001.9515380859376,77.66412353515625,8.893232345581055,99.19357299804688,32.88460922241211,16,0,44,129.0
17,19.09330368041992,1001.9199829101562,77.81893157958984,8.924310684204102,99.7769012451172,32.70969009399414,17,0,44,138.0
18,18.95753288269043,1001.9556274414062,76.44099426269531,8.652242660522461,97.86116790771484,32.03238296508789,18,0,44,157.0
19,19.48906707763672,1002.20703125,74.79480743408203,8.165149688720703,91.62126922607422,30.04383659362793,19,0,44,151.0
20,19.2387809753418,1002.1124267578124,76.38948822021484,8.003070831298828,101.174560546875,31.77120590209961,20,0,44,126.0
21,20.063783645629883,1002.22412109375,77.68390655517578,7.97633695602417,108.65599060058594,31.018451690673828,21,0,44,128.0
22,19.607467651367188,1002.1812133789062,76.54276275634766,8.122833251953125,99.18302154541016,31.24740600585937,22,0,44,133.0
23,20.69149780273437,1002.27734375,80.2752456665039,8.177648544311523,103.24813842773438,30.8631649017334,23,0,44,142.0
24,20.11634063720703,1002.2344970703124,77.576416015625,8.32087230682373,97.81697845458984,29.60849952697754,24,0,44,114.0
25,21.18840789794922,1002.2124633789062,78.3720932006836,8.372313499450684,99.84786987304688,32.78239059448242,25,0,44,140.0
26,19.945751190185547,1002.2463989257812,78.72410583496094,8.414998054504395,101.6131591796875,28.194725036621094,26,0,44,158.0
27,19.359302520751957,1002.189453125,78.8868408203125,9.012557983398438,83.39970397949219,31.13548851013184,27,0,44,128.0
28,19.937110900878903,1002.1919555664062,80.78771209716797,8.899893760681152,88.62578582763672,29.421688079833984,28,0,44,123.0
29,19.73726463317871,1002.1976928710938,78.78665161132812,9.01101779937744,82.07854461669922,31.9126033782959,29,0,44,106.0
30,20.33548355102539,1001.5243530273438,74.39427185058594,8.297918319702148,73.79373931884766,31.908388137817383,0,1,44,82.0
31,20.031963348388672,1001.6168823242188,76.0676498413086,8.056220054626465,66.39949798583984,31.64436912536621,1,1,44,101.0
32,20.39732551574707,1001.64208984375,75.5013427734375,8.201669692993164,83.38218688964844,32.79427719116211,2,1,44,87.0
33,19.78495216369629,1001.7006225585938,77.42497253417969,8.172322273254395,76.19060516357422,32.923240661621094,3,1,44,99.0
34,19.92332649230957,1001.7084350585938,76.85505676269531,8.045429229736328,73.05213928222656,30.32250595092773,4,1,44,121.0
35,19.115795135498047,1001.6981201171876,75.19438934326172,8.052826881408691,86.82882690429688,29.02303695678711,5,1,44,131.0
36,19.65302085876465,1001.6856079101562,74.4905776977539,8.125322341918945,90.39871215820312,29.86710548400879,6,1,44,112.0
37,19.403156280517575,1001.6854248046876,75.1298599243164,7.996342658996582,90.1043930053711,29.07376480102539,7,1,44,122.0
38,18.65447235107422,1001.6830444335938,75.5182113647461,8.124688148498535,88.84375762939453,29.362449645996094,8,1,44,150.0
39,19.535308837890625,1001.7341918945312,78.4974136352539,8.45709228515625,88.22488403320312,29.98750686645508,9,1,44,145.0
40,18.96309471130371,1001.7093505859376,76.41248321533203,8.507842063903809,84.22599792480469,31.54768943786621,10,1,44,139.0
41,18.85467529296875,1001.7716674804688,75.27852630615234,8.588258743286133,95.64317321777344,32.4473876953125,11,1,44,115.0
42,19.25596809387207,1001.7338256835938,76.51277160644531,8.317136764526367,93.42652130126952,30.116186141967773,12,1,44,100.0
43,19.50634384155273,1001.799560546875,77.14134216308594,9.290997505187988,88.35188293457031,31.16901016235352,13,1,44,144.0
44,19.09192657470703,1001.8494873046876,76.39346313476562,9.08249282836914,88.0914306640625,31.036762237548828,14,1,44,154.0
45,19.03475570678711,1001.9091796875,76.94188690185547,9.119126319885254,86.7239990234375,32.52517318725586,15,1,44,146.0
46,18.822778701782227,1001.7888793945312,76.03840637207031,9.1182222366333,88.45623779296875,30.86416244506836,16,1,44,171.0
47,19.63010597229004,1002.058349609375,73.16595458984375,9.207209587097168,89.38704681396484,30.729711532592773,17,1,44,169.0
48,19.425256729125977,1002.0957641601562,71.99114227294922,9.081786155700684,98.49665832519533,30.87594223022461,18,1,44,169.0
49,19.732797622680664,1002.0868530273438,71.30696868896484,9.16569995880127,86.72185516357422,29.89921760559082,19,1,44,154.0
